rule,download_osm_data,download_osm_data,download_osm_data,download_osm_data,download_osm_data,download_osm_data,download_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_bus_regions,build_bus_regions,build_bus_regions,build_bus_regions,build_bus_regions,build_osm_network,build_osm_network,build_osm_network,build_demand_profiles,build_demand_profiles,build_demand_profiles,build_powerplants,build_powerplants,build_powerplants,build_renewable_profiles_onwind,build_renewable_profiles_onwind,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_offwind-ac,build_renewable_profiles_offwind-ac,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_offwind-dc,build_renewable_profiles_offwind-dc,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_solar,build_renewable_profiles_solar,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_hydro,build_renewable_profiles_hydro,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,base_network,base_network,base_network,base_network,base_network,base_network,base_network,base_network,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,total_comp_stats,total_comp_stats,total_comp_stats,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status
key,cables-size,generators-size,lines-size,substations-size,total_time,mean_load,max_memory,generators-size,lines-size,lines-size_dc,lines-length,lines-length_dc,substations-size,total_time,mean_load,max_memory,area,gadm_size,country_matching,pop,gdp,total_time,mean_load,max_memory,n_onshore,n_offshore,total_time,mean_load,max_memory,total_time,mean_load,max_memory,total_time,mean_load,max_memory,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,OCGT,biomass,nuclear,onwind,ror,solar,PHS,hydro,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,OCGT,biomass,nuclear,onwind,ror,solar,PHS,hydro,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,OCGT,biomass,nuclear,onwind,ror,solar,PHS,hydro,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,OCGT,biomass,load,nuclear,onwind,ror,solar,PHS,hydro,total_time,mean_load,max_memory,total_time,max_memory,mean_load,download_osm_data,clean_osm_data,build_shapes,build_osm_network,build_bus_regions,build_demand_profiles,build_powerplants,build_renewable_profiles_onwind,build_renewable_profiles_offwind-ac,build_renewable_profiles_offwind-dc,build_renewable_profiles_solar,build_renewable_profiles_hydro,base_network,add_electricity,simplify_network,cluster_network,solve_network
NG-ZA-MA-SL-NE,89,25360,11587,4302,256.8722,NULL,NULL,1189,8984,1,136712509.28569627,282767.135647211,19046,54.2723,NULL,NULL,5502100650929.594,73,50.68493150684932,334770616.4580078,2178724452650.0,164.8103,NULL,NULL,1953,243,7.2426,NULL,NULL,412.7026,NULL,NULL,6.948,NULL,NULL,61.4988,NULL,NULL,564032.7943061054,7.956572720241555,175.8832,NULL,NULL,141334.37460208757,27.979132515262258,66.1411,NULL,NULL,690289.1117366503,20.450876129864817,66.0776,NULL,NULL,875627.7455128483,3.655472848019029,141.0007,NULL,NULL,80414.07390719999,5025.879619200001,20.4499,NULL,NULL,2472,2,126038.36042290181,2291678.848365512,0.0,5.4436,NULL,NULL,2472,2,126038.36042290181,2291678.848365512,7570658.553993072,0.0,13.6,1813.10241983242,1404.3485654581518,546.8004355801772,190.8964628085341,3267.9851904150505,3610.7101910828023,7.7276,NULL,NULL,1239,0,44748.78059003466,1839313.2499800026,7503861.854665127,0.0,13.6,1813.10241983242,1401.072960514607,546.8004355801772,190.50429185748544,3267.9851904150505,3610.7101910828023,44.3127,NULL,NULL,10,0,11332.775049365666,19528.180035016063,7503861.854665128,0.0,13.6,1813.10241983242,1401.072960514607,546.8004355801772,190.50429185748544,3267.98519041505,3610.7101910828023,8.6231,NULL,NULL,30,20,11332.775049365666,19528.180035016063,1875965.4636662817,0.0,13.6,10000000000.0,1813.10241983242,1401.072960514607,546.8004355801772,190.50429185748544,3267.98519041505,3610.7101910828023,9.2977,NULL,NULL,1509.304,NULL,NULL,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
