rule,download_osm_data,download_osm_data,download_osm_data,download_osm_data,download_osm_data,download_osm_data,download_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_bus_regions,build_bus_regions,build_bus_regions,build_bus_regions,build_bus_regions,build_osm_network,build_osm_network,build_osm_network,build_demand_profiles,build_demand_profiles,build_demand_profiles,build_powerplants,build_powerplants,build_powerplants,build_renewable_profiles_onwind,build_renewable_profiles_onwind,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_offwind-ac,build_renewable_profiles_offwind-ac,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_offwind-dc,build_renewable_profiles_offwind-dc,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_solar,build_renewable_profiles_solar,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_hydro,build_renewable_profiles_hydro,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,base_network,base_network,base_network,base_network,base_network,base_network,base_network,base_network,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,total_comp_stats,total_comp_stats,total_comp_stats,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status
key,cables-size,generators-size,lines-size,substations-size,total_time,mean_load,max_memory,generators-size,lines-size,lines-size_dc,lines-length,lines-length_dc,substations-size,total_time,mean_load,max_memory,area,gadm_size,country_matching,pop,gdp,total_time,mean_load,max_memory,n_onshore,n_offshore,total_time,mean_load,max_memory,total_time,mean_load,max_memory,total_time,mean_load,max_memory,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,OCGT,onwind,solar,hydro,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,OCGT,onwind,solar,hydro,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,OCGT,onwind,solar,hydro,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,OCGT,load,onwind,solar,hydro,total_time,mean_load,max_memory,total_time,max_memory,mean_load,download_osm_data,clean_osm_data,build_shapes,build_osm_network,build_bus_regions,build_demand_profiles,build_powerplants,build_renewable_profiles_onwind,build_renewable_profiles_offwind-ac,build_renewable_profiles_offwind-dc,build_renewable_profiles_solar,build_renewable_profiles_hydro,base_network,add_electricity,simplify_network,cluster_network,solve_network
NG,1,425,646,188,2.4239,NULL,NULL,115,451,0,15219220.451927286,0.0,1002,4.3417,NULL,NULL,1088773598468.6068,37,100.0,206535652.5,1194874462208.0,58.5981,NULL,NULL,157,16,4.329,NULL,NULL,6.509,NULL,NULL,5.3642,NULL,NULL,15.517,NULL,NULL,1514966.6973338295,10.085687778733247,41.1037,NULL,NULL,65336.592278077864,15.783410389083677,30.8427,NULL,NULL,468668.8644162179,11.728714027801004,30.8857,NULL,NULL,2559918.7671037856,23.381049136223755,37.9676,NULL,NULL,0.0,0.0,8.1325,NULL,NULL,199,0,14950.307009462496,178613.5826086023,0.0,3.3541,NULL,NULL,199,0,14950.307009462496,178613.5826086023,806117.3176087326,0.0,1.2304146339844966,26.091411897316036,1905.4140127388534,6.718,NULL,NULL,77,0,5095.253292516987,118643.74826766053,801330.4017840717,0.0,1.2304146339844966,26.091411897316036,1905.4140127388534,7.36,NULL,NULL,11,0,4403.853376052166,20578.322439645068,801330.4017840716,0.0,1.2304146339844966,26.091411897316036,1905.4140127388534,7.2218,NULL,NULL,33,22,4403.853376052166,20578.322439645068,200332.6004460179,0.0,11000000000.0,1.2304146339844966,26.091411897316036,1905.4140127388534,9.5037,NULL,NULL,280.17269999999996,NULL,NULL,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
