rule,download_osm_data,download_osm_data,download_osm_data,download_osm_data,download_osm_data,download_osm_data,download_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,clean_osm_data,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_shapes,build_bus_regions,build_bus_regions,build_bus_regions,build_bus_regions,build_bus_regions,build_osm_network,build_osm_network,build_osm_network,build_demand_profiles,build_demand_profiles,build_demand_profiles,build_powerplants,build_powerplants,build_powerplants,build_renewable_profiles_onwind,build_renewable_profiles_onwind,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_offwind-ac,build_renewable_profiles_offwind-ac,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_offwind-dc,build_renewable_profiles_offwind-dc,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_solar,build_renewable_profiles_solar,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles_hydro,build_renewable_profiles_hydro,build_renewable_profiles,build_renewable_profiles,build_renewable_profiles,base_network,base_network,base_network,base_network,base_network,base_network,base_network,base_network,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,add_electricity,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,simplify_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,cluster_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,solve_network,total_comp_stats,total_comp_stats,total_comp_stats,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status,snakemake_status
key,cables-size,generators-size,lines-size,substations-size,total_time,mean_load,max_memory,generators-size,lines-size,lines-size_dc,lines-length,lines-length_dc,substations-size,total_time,mean_load,max_memory,area,gadm_size,country_matching,pop,gdp,total_time,mean_load,max_memory,n_onshore,n_offshore,total_time,mean_load,max_memory,total_time,mean_load,max_memory,total_time,mean_load,max_memory,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,potential,avg_production_pu,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,CCGT,OCGT,biomass,coal,nuclear,oil,onwind,ror,solar,PHS,hydro,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,CCGT,OCGT,biomass,coal,nuclear,oil,onwind,ror,solar,PHS,hydro,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,CCGT,OCGT,biomass,coal,nuclear,oil,onwind,ror,solar,PHS,hydro,total_time,mean_load,max_memory,buses_number,buses_number_non_ac,lines_length,lines_capacity,demand,CCGT,OCGT,biomass,coal,load,nuclear,oil,onwind,ror,solar,PHS,hydro,total_time,mean_load,max_memory,total_time,max_memory,mean_load,download_osm_data,clean_osm_data,build_shapes,build_osm_network,build_bus_regions,build_demand_profiles,build_powerplants,build_renewable_profiles_onwind,build_renewable_profiles_offwind-ac,build_renewable_profiles_offwind-dc,build_renewable_profiles_solar,build_renewable_profiles_hydro,base_network,add_electricity,simplify_network,cluster_network,solve_network
SL-MA-NE-ZA-NG,89,25360,11587,4302,47.1751,NULL,NULL,1189,8984,1,136712509.28569624,282767.135647211,19046,54.629,NULL,NULL,5502100650929.594,73,50.68493150684932,334770616.4580078,2178724452650.0,172.8947,NULL,NULL,1953,243,7.7522,NULL,NULL,412.216,NULL,NULL,7.7299,0.0,0.0,63.9394,NULL,NULL,564032.7943061054,7.956572720241553,178.9128,NULL,NULL,141334.37460208757,27.979132515262258,66.0901,NULL,NULL,690289.1117366503,20.450876129864817,66.0518,NULL,NULL,875627.7455128483,3.6554728480190293,141.2407,NULL,NULL,80414.07390720001,5025.879619200001,20.46,NULL,NULL,2472,2,126038.3604229018,2291678.848365512,0.0,5.4188,NULL,NULL,2472,2,126038.3604229018,2291678.848365512,7570658.553993072,2725.339290338142,6520.53877668846,13.6,39329.29198432544,1813.10241983242,6191.788239239714,1404.3485654581518,546.8004355801772,190.8964628085341,3267.9851904150505,3610.7101910828023,8.0262,NULL,NULL,1239,0,44748.78059003466,1839313.2499800026,7503861.854665127,2725.339290338142,6520.53877668846,13.6,39329.29198432544,1813.10241983242,6191.788239239714,1401.072960514607,546.8004355801772,190.50429185748544,3267.9851904150505,3610.7101910828023,44.8621,NULL,NULL,10,0,10739.417656059057,18545.06799663997,7503861.854665128,2725.339290338142,6520.53877668846,13.6,39329.29198432545,1813.10241983242,6191.788239239713,1401.072960514607,546.8004355801772,190.50429185748544,3267.98519041505,3610.7101910828023,8.0702,NULL,NULL,30,20,10739.417656059057,18545.06799663997,1875965.463666282,2725.339290338142,6520.53877668846,13.6,39329.29198432545,10000000000.0,1813.10241983242,6191.788239239713,1401.072960514607,546.8004355801772,190.50429185748544,3267.98519041505,3610.7101910828023,9.1056,NULL,NULL,1314.5746000000001,0.0,NULL,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
